Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
14,3,"Honey and Money Associates is a f irm of Chartered Accountants that provides assurance services to many companies, including listed companies. The f irm ha s offices across many locations in India, with subject matter experts in most of these locations. The firm has established a comprehensive quality management system covering leadership responsibilities for quality within the firm, ethical requirements, acceptance, and continuance of client relationships and specific engagements based on SQC 1 issued by the ICAI. During th e current year , the audit engagement of a listed company was picked up for an inspection by an appropriate authority. The inspection covered various aspects of the audit of financial statements and included an assessment of the f irm’s quality control system. The reviewer decided to discuss the following with the audit team members: Matter 1 : The reviewer enquired about the roles and responsibilities of CA Honey . CA Honey explained that the engagement team is comprised of CA Honey as the engagement partner and other professionals, including the engagement in - charge. CA Money was the engagement control quality reviewer. As the engagement partner, he was responsible for the direction, supervision and performance of the audit engagement in compliance with professional standards and applicable legal and regulatory requirements; a nd the auditor’s report being appropriate in the circumstances , tak ing responsibility for reviews being performed in accordance with the f irm’s review policies and procedures. He also explained that he has already completed 7 years as an engagement partner and has decided to continue as an engagement partner for the next year as well. The firm's policy permits that an engagement partner can continue consecutively for 15 years . Matter 2 : The reviewer enquired about the roles and responsibilities of CA Money , the engagement control quality reviewer. CA Money explained that the EQCR plays an important role in the quality control process of an audit and is key to safeguarding audit quality. The Firm has established a comprehensive system that prescribes the eligibility of EQCR, the need to maintain objectivity by EQCR, and considerations for carrying out effective EQC reviews. Specifically, in this engagement, CA Money explained that he has rich experience in handling direct and indirect tax matters and was selected by CA Honey . There was no formal letter confirming his selection as EQCR. The listed company had significant GST litigations. CA Money ensured that he was involved in forming the audit team’s judgments relating to these litigations, including making relevant provisions. CA Money confirmed that the EQC review was conducted in periodic intervals, and the engagement team had resolved all the observations raised during the EQC revi ew. Matter 3 : The reviewer enquired about the areas that require discussion with management/ those charged with governance or areas that require significant efforts. CA Honey explained that during the current year, the engagement team observed material prior errors in recognition of revenue , including errors in recognition of revenue on a gross basis instead of a net basis. These errors were identified after the year end and required significant judgement and efforts by the engagement team. After many deliberat ions, the management agreed to correct the material prior to the period errors by restating the comparative information as per applicable GAAP. Relevant internal controls were accordingly modified after the year end. Considering the complexities involved, the measurement of revenue was identified as a key audit matter. Matter 4 : The reviewer enquired about the rational e for material difference between the amount of revenue stated in the financial statements and the corresponding amount in the Board report included as a part of the Annual Report. CA Honey explained that auditors are required to comment on the true and fair view of the financial statements and are not required to comment on the Annual Report. He also explained that the Board Report was not provided to the auditor till the date of the audit report. According ly, after considering the requirements of SA 720, a specific statement was made in the audit report regarding the non - availability of the Board Report and that the auditor is not responsible to consider the Board Report which is expected to be received the date of the audit report. Thus, any discrepancy between the Board Report and the audited financial statements does not require any consideration. However, as good governance, CA Honey ha s obtained a reconciliation of the amount of revenue between the Boar d Report and the financial statements. Based on the above facts, answer the following:",3. Whether CA Honey should consider the Board Report or not as the audit report was already issued:,The Board Report should not be considered as auditors don’t have any obligation to consider Other Information obtained after such date. ,The Board Report should be considered since auditors’ responsibility in relation to Other Information is uniform irrespective of the point of their availability. ,The Board Report should be considered since subsequent events are required to be assessed. ,"The Board Report should not be considered to align with the audit report, which specifically excludes Other Information obtained after the date of the audit report.",b,"As per SA 720, if the auditor concludes that a material misstatement exists in other information obtained after the date of the auditor’s report, the auditor shall: ( i ) If the other information is corrected, perform the procedures necessary in the circumstances; or ( ii ) If the other information is not corrected after communicating with those charged with governance, take appropriate action considering the auditor’s legal rights and obligations, to seek to have the uncorrected material misstatement appropriately brought to the attention of users for whom the auditor’s report is prepared.",
15,1,"M/s HVM & Co. is a firm of Chartered Accountants based in Chennai. CA M, CA V and CA H are the partners of the firm. The firm is engaged in various assignments including a udits and its engagement partners who were handling their respective assignments for the financial year 2023 - 24 dealt with the following issues raised during and after the course of their respective audits. M/s HVM & Co. are appointed as statutory auditors of AST Ltd. for the financial year 2023 - 24. CA V, the engagement partner while conducting an audit of AST Ltd. was encountered with significant difficulties. He observed that there are not only inordinate d elays by the management but lack of willingness by the authorised personnel of the company in providing the required information necessary to perform audit procedures in making the assessment of AST Ltd.'s ability to continue as a going concern in view of material uncertainty related to it. CA V wants to communicate this and other circumstances as additional information in his report with those charged with the governance. Financial statements of VED Ltd. for the year ended on 31 st March 2024 were signed by CA H, the engagement partner on 15th May 2024. The AGM was decided to be held during the month of August 2024. On 17th May 2024 , the company had received a communication from the Central Government that an amount of ` 8500 crore on account of incentives in respect of F.Y. 2021 - 22 which was kept in abeyance would be released to the company by 15th June 2024. Accordingly, the Board of Directors of the company agreed to amend the accounts and gave approval to include this amount in the financial statements of the company for the Financial Year ended on 31 st March, 2024 and requested CA H to consider this matter. During the course of audit of SIM Limited there arose doubts as to the reliability of written representation regarding the existence and value of certain m achineries. The management gave a certificate to prove the existence and value of m achinery as appearing in the books of account. The certificate from the Registered V aluer shows a value which is inconsistent with the written representation of management. HT institute of professional studies is a reputed educational institution providing various courses in the field of commerce and arts. The management of the institution is inclined towards imparting quality education to the students, therefore most of the faculties engaged by them are qualified professionals. CA M of M/s HVM & Co. is an alumnus of the institution, and he has joined as a visiting faculty for teaching financial management and accounting subject. The management of the HT institute of professional studios is highly satisfied with his teaching skills and the level of knowledge he possesses. Due to his capabilities, the management offers CA M to take up the assignment of statutory audit of their institute for the fi nancial year 2023 - 24.","1. Since there arose a doubt on the management representation and considering the responsibilities of M/s HVM & Co. to obtain written representations from management as per relevant Standard on Auditing, select the incorrect option from the following:","Although written representations provide necessary audit evidence, they do not provide sufficient appropriate audit evidence on their own about any of the matters with which they deal. ","The fact that management has provided reliable written representations affect the nature or extent of other audit evidence that the auditor obtains about the fulfilment of management's responsibilities, or about specific assertions. ","In the case of identified inconsistencies between one or more written representations and audit evidence obtained from another source, the auditor may consider whether the risk assessment remains appropriate and, if not, revise the risk assessment and determine the nature, timing and extent of further audit procedures to respond to the assessed risks. ","The auditor may have identified significant issues relating to the competence, integrity, ethical values or diligence of management, or about its commitment to or enforcement of these, but concluded that the written representations are nevertheless rel iable. In such a case, this significant matter is documented in accordance with SA 230.",b,"As per SA 580, the fact that management has provided reliable written representations does not affect the nature or extent of other audit evidence that the auditor obtains about the fulfilment of management’s responsibilities or about specific assertions.",
15,2,"M/s HVM & Co. is a firm of Chartered Accountants based in Chennai. CA M, CA V and CA H are the partners of the firm. The firm is engaged in various assignments including a udits and its engagement partners who were handling their respective assignments for the financial year 2023 - 24 dealt with the following issues raised during and after the course of their respective audits. M/s HVM & Co. are appointed as statutory auditors of AST Ltd. for the financial year 2023 - 24. CA V, the engagement partner while conducting an audit of AST Ltd. was encountered with significant difficulties. He observed that there are not only inordinate d elays by the management but lack of willingness by the authorised personnel of the company in providing the required information necessary to perform audit procedures in making the assessment of AST Ltd.'s ability to continue as a going concern in view of material uncertainty related to it. CA V wants to communicate this and other circumstances as additional information in his report with those charged with the governance. Financial statements of VED Ltd. for the year ended on 31 st March 2024 were signed by CA H, the engagement partner on 15th May 2024. The AGM was decided to be held during the month of August 2024. On 17th May 2024 , the company had received a communication from the Central Government that an amount of ` 8500 crore on account of incentives in respect of F.Y. 2021 - 22 which was kept in abeyance would be released to the company by 15th June 2024. Accordingly, the Board of Directors of the company agreed to amend the accounts and gave approval to include this amount in the financial statements of the company for the Financial Year ended on 31 st March, 2024 and requested CA H to consider this matter. During the course of audit of SIM Limited there arose doubts as to the reliability of written representation regarding the existence and value of certain m achineries. The management gave a certificate to prove the existence and value of m achinery as appearing in the books of account. The certificate from the Registered V aluer shows a value which is inconsistent with the written representation of management. HT institute of professional studies is a reputed educational institution providing various courses in the field of commerce and arts. The management of the institution is inclined towards imparting quality education to the students, therefore most of the faculties engaged by them are qualified professionals. CA M of M/s HVM & Co. is an alumnus of the institution, and he has joined as a visiting faculty for teaching financial management and accounting subject. The management of the HT institute of professional studios is highly satisfied with his teaching skills and the level of knowledge he possesses. Due to his capabilities, the management offers CA M to take up the assignment of statutory audit of their institute for the fi nancial year 2023 - 24.","2. CA V, engagement partner, in the course of audit of AST Ltd. wants to communicate as he considers necessary to include additional information in the auditor's report in accordance with SA 260. Following are the circumstances for which communication with those charged with governance is required. Help CA V in getting identified incorrect circumstance from the below mentioned circumstances.",when the auditor has concluded that there is an uncorrected material misstatement of the other information in accordance with SA 720. ,when the auditor considers it necessary to include an Emphasis of Matter paragraph or Other Matter paragraph in accordance with SA 706 or is required to do so by other SAs. ,when a material uncertainty related to going concern is reported in accordance with SA 570. ,when there are no key audit matters to be communicated in accordance with SA 701.,d,"As per SA 260, circumstances in which the auditor is required or may otherwise consider it necessary to include additional information in the auditor’s report in accordance with the SAs, and for which communication with those charged with governance is required include a ll the procedures given except when there are no key audit matters to be communicated in accordance with SA 701 as audit procedure.",
15,3,"M/s HVM & Co. is a firm of Chartered Accountants based in Chennai. CA M, CA V and CA H are the partners of the firm. The firm is engaged in various assignments including a udits and its engagement partners who were handling their respective assignments for the financial year 2023 - 24 dealt with the following issues raised during and after the course of their respective audits. M/s HVM & Co. are appointed as statutory auditors of AST Ltd. for the financial year 2023 - 24. CA V, the engagement partner while conducting an audit of AST Ltd. was encountered with significant difficulties. He observed that there are not only inordinate d elays by the management but lack of willingness by the authorised personnel of the company in providing the required information necessary to perform audit procedures in making the assessment of AST Ltd.'s ability to continue as a going concern in view of material uncertainty related to it. CA V wants to communicate this and other circumstances as additional information in his report with those charged with the governance. Financial statements of VED Ltd. for the year ended on 31 st March 2024 were signed by CA H, the engagement partner on 15th May 2024. The AGM was decided to be held during the month of August 2024. On 17th May 2024 , the company had received a communication from the Central Government that an amount of ` 8500 crore on account of incentives in respect of F.Y. 2021 - 22 which was kept in abeyance would be released to the company by 15th June 2024. Accordingly, the Board of Directors of the company agreed to amend the accounts and gave approval to include this amount in the financial statements of the company for the Financial Year ended on 31 st March, 2024 and requested CA H to consider this matter. During the course of audit of SIM Limited there arose doubts as to the reliability of written representation regarding the existence and value of certain m achineries. The management gave a certificate to prove the existence and value of m achinery as appearing in the books of account. The certificate from the Registered V aluer shows a value which is inconsistent with the written representation of management. HT institute of professional studies is a reputed educational institution providing various courses in the field of commerce and arts. The management of the institution is inclined towards imparting quality education to the students, therefore most of the faculties engaged by them are qualified professionals. CA M of M/s HVM & Co. is an alumnus of the institution, and he has joined as a visiting faculty for teaching financial management and accounting subject. The management of the HT institute of professional studios is highly satisfied with his teaching skills and the level of knowledge he possesses. Due to his capabilities, the management offers CA M to take up the assignment of statutory audit of their institute for the fi nancial year 2023 - 24.","3. In view of the Board of Directors of the VED Ltd. agreeing to include an amount of ` 8500 crore on account of incentives in respect of F.Y. 2021 - 22 in the financial statements of the company for the Financial Year ended on 31 March, 2024 by amending the accounts, CA H shall consider the following procedures. Identify the incorrect procedu re from the following:",Carry out the audit procedures necessary in the circumstances on the amendment. ,"Extend those audit procedures to the date of new auditor's report which were designed to obtain sufficient appropriate audit evidence that all events occurring between the date of the financial statements and the date of the auditor's report that requi re adjustment of, or disclosure in, the financial statements have been identified. ",Provide a new auditor's report on the amended financial statements. The new auditor's report shall not be dated earlier than the date of approval of the amended financial statements. ,Modify the opinion as required by SA 705 and then provide the auditor's report.,d,"As per SA 560, i f the management amends the financial statements, the auditor shall: (a) Carry out the audit procedures necessary in the circumstances on the amendment. (b) Review the steps taken by management to ensure that anyone in receipt of the previously issued financial statements together with the auditor’s report thereon is informed of the situation. (c) Unless the circumstances apply: (i) Extend the audit procedures to the date of the new auditor’s report, and the date the new auditor’s report no earlier than the date of approval of the amended financial statements; and (ii) Provide a new auditor’s report on the amended financial statements. (d) When the given circumstances apply, amend the auditor’s report, or provide a new auditor’s report as required. Thus, modify the opinion as required by SA 705 and then provide the auditor's report is an incorrect procedure.",
15,4,"M/s HVM & Co. is a firm of Chartered Accountants based in Chennai. CA M, CA V and CA H are the partners of the firm. The firm is engaged in various assignments including a udits and its engagement partners who were handling their respective assignments for the financial year 2023 - 24 dealt with the following issues raised during and after the course of their respective audits. M/s HVM & Co. are appointed as statutory auditors of AST Ltd. for the financial year 2023 - 24. CA V, the engagement partner while conducting an audit of AST Ltd. was encountered with significant difficulties. He observed that there are not only inordinate d elays by the management but lack of willingness by the authorised personnel of the company in providing the required information necessary to perform audit procedures in making the assessment of AST Ltd.'s ability to continue as a going concern in view of material uncertainty related to it. CA V wants to communicate this and other circumstances as additional information in his report with those charged with the governance. Financial statements of VED Ltd. for the year ended on 31 st March 2024 were signed by CA H, the engagement partner on 15th May 2024. The AGM was decided to be held during the month of August 2024. On 17th May 2024 , the company had received a communication from the Central Government that an amount of ` 8500 crore on account of incentives in respect of F.Y. 2021 - 22 which was kept in abeyance would be released to the company by 15th June 2024. Accordingly, the Board of Directors of the company agreed to amend the accounts and gave approval to include this amount in the financial statements of the company for the Financial Year ended on 31 st March, 2024 and requested CA H to consider this matter. During the course of audit of SIM Limited there arose doubts as to the reliability of written representation regarding the existence and value of certain m achineries. The management gave a certificate to prove the existence and value of m achinery as appearing in the books of account. The certificate from the Registered V aluer shows a value which is inconsistent with the written representation of management. HT institute of professional studies is a reputed educational institution providing various courses in the field of commerce and arts. The management of the institution is inclined towards imparting quality education to the students, therefore most of the faculties engaged by them are qualified professionals. CA M of M/s HVM & Co. is an alumnus of the institution, and he has joined as a visiting faculty for teaching financial management and accounting subject. The management of the HT institute of professional studios is highly satisfied with his teaching skills and the level of knowledge he possesses. Due to his capabilities, the management offers CA M to take up the assignment of statutory audit of their institute for the fi nancial year 2023 - 24.","4. In response to the management offer, guide CA M, whether to take up the assignment of statutory audit of HT institute of professional studies for the financial year 2023 - 24. Select the correct option in terms of professional code of conduct.",CA M can accept the assignment as his role as a visiting faculty will not interfere with the statutory audit functions. ,"CA M cannot accept the assignment as it violates clause (4) of Part I of the Second schedule to the Chartered Accountants Act, 1949. ",CA M can accept the statutory assignment as he does not have any substantial interest in the HT Institute of professional studies. ,"CA M cannot accept the assignment as it violates clause (11) of Part I of the First schedule to the Chartered Accountants Act, 1949.",b,"As per Clause (4) of Part I of the Second Schedule of the Chartered Accountants Act, 1949, a Chartered Accountant in practice is deemed to be guilty of professional misconduct if he expresses his opinion on financial statements of any business or enterprise in which he, his firm, or a partner in his firm has a substantial interest. Further, the Council has also decided that a Chartered Accountant should not by himself or in his firm name accept the a uditorship of a college, if he is working as a part - time lecturer in the college. Thus, CA M cannot accept the assignment.",
16,1,"M/s Roshan & Associates (referred to as ‘auditor’) have been appointed as one of the statutory central auditors of GHF Bank (referred to as ‘Bank’) for the Financial Year 2023 - 24 . During the audit, it was found that the bank has a balance with a Swiss based bank. The auditor understands that such balance is a matter of important consideration in the audit of the bank. The engagement partner, Mr. Mitansh, has also advised the audit staff to check in detail the following items appearing in the financial statements of the bank during the year under audit. Amount of interest accrued and not due on deposits amounting to ` 87,75,000/. The balance of Interest rate swaps amounting to ` 81,26,500/ - . Further, the statutory auditors understand that one of the most important areas to be checked in the audit of a bank is compliance with CRR and SLR requirements. The audit staff apprised the engagement partners about the few unaudited branches of the Bank and the course of action in this regard was discussed in detail within the engagement team. The details with respect to unaudited branches are as under: Interest Income: ` 27,86,000/ - . Interest Expense: ` 13,38,220/ - . Total advances: ` 5,10,22,000/ - . Total deposits: ` 3,38,00,000/. The auditors also discussed the following with the audit staff and the bank management during the course of the audit: Computation of Demand and Time Liabilities. Computation of Tier I & Tier II capital of the Bank. Based on the above facts, answer the following:",1. The balance of GHF Bank with the Swiss based Bank should be converted into Indian Currency at the following rate:,The exchange rate prevailing on the Balance sheet date. ,The average of opening and closing exchange rates during the year. ,The exchange rate as prescribed by Reserve Bank of India. ,The exchange rates applicable on the respective dates of transaction in the account.,a,These balances should be converted into the Indian currency at the exchange rates prevailing on the balance sheet date.,
16,2,"M/s Roshan & Associates (referred to as ‘auditor’) have been appointed as one of the statutory central auditors of GHF Bank (referred to as ‘Bank’) for the Financial Year 2023 - 24 . During the audit, it was found that the bank has a balance with a Swiss based bank. The auditor understands that such balance is a matter of important consideration in the audit of the bank. The engagement partner, Mr. Mitansh, has also advised the audit staff to check in detail the following items appearing in the financial statements of the bank during the year under audit. Amount of interest accrued and not due on deposits amounting to ` 87,75,000/. The balance of Interest rate swaps amounting to ` 81,26,500/ - . Further, the statutory auditors understand that one of the most important areas to be checked in the audit of a bank is compliance with CRR and SLR requirements. The audit staff apprised the engagement partners about the few unaudited branches of the Bank and the course of action in this regard was discussed in detail within the engagement team. The details with respect to unaudited branches are as under: Interest Income: ` 27,86,000/ - . Interest Expense: ` 13,38,220/ - . Total advances: ` 5,10,22,000/ - . Total deposits: ` 3,38,00,000/. The auditors also discussed the following with the audit staff and the bank management during the course of the audit: Computation of Demand and Time Liabilities. Computation of Tier I & Tier II capital of the Bank. Based on the above facts, answer the following:","2 . What should be the proper audit procedure in respect of Interest on deposits accrued but not due amounting to ` 87,75,000/ - appearing in the financial statements of GHF Bank ?",The amount should be included in deposits amount. ,The amount should not be included in amount of deposits. ,The amount should be shown under the head other liabilities and provisions. ,Both b & c.,d,The auditor may verify various types of deposits in the prescribed manner i.e. e xamine that interest accrued but not due on deposits is not included under the relevant deposits but is shown under the head ‘other liabilities and provisions’.,
16,3,"M/s Roshan & Associates (referred to as ‘auditor’) have been appointed as one of the statutory central auditors of GHF Bank (referred to as ‘Bank’) for the Financial Year 2023 - 24 . During the audit, it was found that the bank has a balance with a Swiss based bank. The auditor understands that such balance is a matter of important consideration in the audit of the bank. The engagement partner, Mr. Mitansh, has also advised the audit staff to check in detail the following items appearing in the financial statements of the bank during the year under audit. Amount of interest accrued and not due on deposits amounting to ` 87,75,000/. The balance of Interest rate swaps amounting to ` 81,26,500/ - . Further, the statutory auditors understand that one of the most important areas to be checked in the audit of a bank is compliance with CRR and SLR requirements. The audit staff apprised the engagement partners about the few unaudited branches of the Bank and the course of action in this regard was discussed in detail within the engagement team. The details with respect to unaudited branches are as under: Interest Income: ` 27,86,000/ - . Interest Expense: ` 13,38,220/ - . Total advances: ` 5,10,22,000/ - . Total deposits: ` 3,38,00,000/. The auditors also discussed the following with the audit staff and the bank management during the course of the audit: Computation of Demand and Time Liabilities. Computation of Tier I & Tier II capital of the Bank. Based on the above facts, answer the following:","3 . The amount of Interest Rate Swaps amounting to ` 81,26,500/ - should appear as ……… in the financial statements of the bank :",Contingent Liabilities. ,Other Liabilities and provisions. ,Current Liabilities. ,Deposits.,a,"Audit Procedures for Other items for which Bank is contingently liable includes d etermin ation and verif ication of any other items under this head as required. For example, outstanding underwriting contracts, bills rediscounting, disputed tax demands, interest rate swaps e tc.",
16,4,"M/s Roshan & Associates (referred to as ‘auditor’) have been appointed as one of the statutory central auditors of GHF Bank (referred to as ‘Bank’) for the Financial Year 2023 - 24 . During the audit, it was found that the bank has a balance with a Swiss based bank. The auditor understands that such balance is a matter of important consideration in the audit of the bank. The engagement partner, Mr. Mitansh, has also advised the audit staff to check in detail the following items appearing in the financial statements of the bank during the year under audit. Amount of interest accrued and not due on deposits amounting to ` 87,75,000/. The balance of Interest rate swaps amounting to ` 81,26,500/ - . Further, the statutory auditors understand that one of the most important areas to be checked in the audit of a bank is compliance with CRR and SLR requirements. The audit staff apprised the engagement partners about the few unaudited branches of the Bank and the course of action in this regard was discussed in detail within the engagement team. The details with respect to unaudited branches are as under: Interest Income: ` 27,86,000/ - . Interest Expense: ` 13,38,220/ - . Total advances: ` 5,10,22,000/ - . Total deposits: ` 3,38,00,000/. The auditors also discussed the following with the audit staff and the bank management during the course of the audit: Computation of Demand and Time Liabilities. Computation of Tier I & Tier II capital of the Bank. Based on the above facts, answer the following:",4 . Which of the following is correct statement related to the requirement laid down by the RBI for Roshan & Associates while verifying the compliance with the SLR requirements of the bank?,M/s Roshan & Associates are required to verify the compliance with SLR requirements at the start and end date of the year under audit. ,M/s Roshan & Associates are required to verify the compliance with SLR requirements at 12 odd dates in different months of the financial year not being Fridays. ,M/s Roshan & Associates are required to verify the compliance with SLR requirements at 24 odd dates in different months of the financial year not being Fridays. ,M/s Roshan & Associates are required to verify the compliance with SLR requirements at 10 odd dates in different months of the financial year not being Saturdays.,b,"SLR is the requirement that every scheduled commercial bank in India is required to maintain in the form of gold, cash and government approved securities before proving credit to the customers. The Reserve Bank of India requires statutory central auditors to verify the compliance with SLR requirements of 12 odd dates in different mont hs of a fiscal year not being Fridays.",
17,1,"BNN Ltd., incorporated in the financial year 1980 - 81, is a distinguished company specialising in the manufacturing of nickel - based batteries. As one of the oldest manufacturing companies in this sector, BNN Ltd. operates with two manufacturing plants and a comprehensive distribution network that spans across India. Remarkably, BNN Ltd. was among the first companies to be listed on the stock exchange, underscoring its longstanding presence in the market. The company has consistently adhered to the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations 2015, ensuring compliance with all regulatory standards. M/s KP & Co. were the statutory auditors in the previous year and resigned from the role of statutory auditor. M/s JKL & Co. is appointed as a statutory auditor of BNN Ltd. in FY 2023 - 24. In conducting initial audit engagement, M/s JKL & Co. has simply pla ced reliance on the closing balances of the preceding period. During the audit, the auditor observed that the company is unable to pay its creditors on time. The company is also not able to properly comply with the terms of the loan agreement with the banks. Moreover, several key ratios are also adverse. In view of t he above, the auditor asked management to provide an assessment of going concern, however the management did not provide the same. Despite the following up, the management did not provide the requested assessment. As a result, the auditor documented the re quest and follow - up regarding the going concern assessment in the working papers. Apart from the above, the company has one accounting software for maintaining its books of accounts, which does not have any feature of edit log (Audit Trail). Accordingly, the auditor reported the said fact of not having the facility of edit log under the heading Other Legal & Regulatory Requirements - Rule 11(g) of the Companies (Audit and Auditors) Rules, 2014 in the main audit report. Apart from the above facts, the several important financial information of BNN Limited during the year ended 31 st March 2024 are tabulated as below: ( ` In Crore) Sr. No Particular Amount ( ` ) 1. Paid Up Share Capital 10 2. Deficit balance in Profit & Loss Account 11.47 3. Turnover 85 4. Inventory* 15 5. Cash Loss 2.95 6. Operating Loss 1.97 *Out of Total inventory as above, inventory amounting to ` 12.35 Crore are lying with third party. Based on the above facts, answer the following:","1. As per the requirement of SA 570, how auditors should deal with the matter of unwillingness of management to provide for the assessment relating to going concern?",Auditor should report such matters in the section of Key Audit Matter. ,The auditor should properly document evidence relating to asking management and its subsequent follow up with the management for assessment on going concern and accordingly should express unmodified opinion. ,Auditor should report such matters in Emphasis of Matter Paragraph Section. ,Auditor should express modified opinion in his audit report.,d,"As per SA 570, if management is unwilling to do so, a qualified opinion or a disclaimer of opinion in the auditor’s report may be appropriate, because it may not be possible for the auditor to obtain sufficient appropriate audit evidence regarding managem ent’s use of the going concern basis of accounting in the preparation of the financial statements, such as audit evidence regarding the existence of plans management has put in place or the existence of other mitigating factors.",
17,2,"BNN Ltd., incorporated in the financial year 1980 - 81, is a distinguished company specialising in the manufacturing of nickel - based batteries. As one of the oldest manufacturing companies in this sector, BNN Ltd. operates with two manufacturing plants and a comprehensive distribution network that spans across India. Remarkably, BNN Ltd. was among the first companies to be listed on the stock exchange, underscoring its longstanding presence in the market. The company has consistently adhered to the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations 2015, ensuring compliance with all regulatory standards. M/s KP & Co. were the statutory auditors in the previous year and resigned from the role of statutory auditor. M/s JKL & Co. is appointed as a statutory auditor of BNN Ltd. in FY 2023 - 24. In conducting initial audit engagement, M/s JKL & Co. has simply pla ced reliance on the closing balances of the preceding period. During the audit, the auditor observed that the company is unable to pay its creditors on time. The company is also not able to properly comply with the terms of the loan agreement with the banks. Moreover, several key ratios are also adverse. In view of t he above, the auditor asked management to provide an assessment of going concern, however the management did not provide the same. Despite the following up, the management did not provide the requested assessment. As a result, the auditor documented the re quest and follow - up regarding the going concern assessment in the working papers. Apart from the above, the company has one accounting software for maintaining its books of accounts, which does not have any feature of edit log (Audit Trail). Accordingly, the auditor reported the said fact of not having the facility of edit log under the heading Other Legal & Regulatory Requirements - Rule 11(g) of the Companies (Audit and Auditors) Rules, 2014 in the main audit report. Apart from the above facts, the several important financial information of BNN Limited during the year ended 31 st March 2024 are tabulated as below: ( ` In Crore) Sr. No Particular Amount ( ` ) 1. Paid Up Share Capital 10 2. Deficit balance in Profit & Loss Account 11.47 3. Turnover 85 4. Inventory* 15 5. Cash Loss 2.95 6. Operating Loss 1.97 *Out of Total inventory as above, inventory amounting to ` 12.35 Crore are lying with third party. Based on the above facts, answer the following:","2. As per SA 501, what is the correct audit procedure to be followed regarding the existence and condition of inventory wherein an inventory valued ` 12.35 crore is lying with the third party?",The auditor should rely on the management explanation regarding the inventory lying with the third party. ,The auditor should request confirmation from third party as to the quantities and condition of the inventory held with them or perform inspection or other audit procedures as appropriate. ,The auditor should verify the inventory lying with the company. ,The auditor should take written representation only from the management regarding the inventory lying with the third party.,b,"As per SA 501, when inventory under the custody and control of a third party is material to the financial statements, the auditor shall obtain sufficient appropriate audit evidence regarding the existence and condition of that inventory by performing one o r both of the following: ( i ) Request confirmation from the third party as to the quantities and condition of inventory held on behalf of the entity. ( ii ) Perform inspection or other audit procedures appropriate in the circumstances.",
17,3,"BNN Ltd., incorporated in the financial year 1980 - 81, is a distinguished company specialising in the manufacturing of nickel - based batteries. As one of the oldest manufacturing companies in this sector, BNN Ltd. operates with two manufacturing plants and a comprehensive distribution network that spans across India. Remarkably, BNN Ltd. was among the first companies to be listed on the stock exchange, underscoring its longstanding presence in the market. The company has consistently adhered to the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations 2015, ensuring compliance with all regulatory standards. M/s KP & Co. were the statutory auditors in the previous year and resigned from the role of statutory auditor. M/s JKL & Co. is appointed as a statutory auditor of BNN Ltd. in FY 2023 - 24. In conducting initial audit engagement, M/s JKL & Co. has simply pla ced reliance on the closing balances of the preceding period. During the audit, the auditor observed that the company is unable to pay its creditors on time. The company is also not able to properly comply with the terms of the loan agreement with the banks. Moreover, several key ratios are also adverse. In view of t he above, the auditor asked management to provide an assessment of going concern, however the management did not provide the same. Despite the following up, the management did not provide the requested assessment. As a result, the auditor documented the re quest and follow - up regarding the going concern assessment in the working papers. Apart from the above, the company has one accounting software for maintaining its books of accounts, which does not have any feature of edit log (Audit Trail). Accordingly, the auditor reported the said fact of not having the facility of edit log under the heading Other Legal & Regulatory Requirements - Rule 11(g) of the Companies (Audit and Auditors) Rules, 2014 in the main audit report. Apart from the above facts, the several important financial information of BNN Limited during the year ended 31 st March 2024 are tabulated as below: ( ` In Crore) Sr. No Particular Amount ( ` ) 1. Paid Up Share Capital 10 2. Deficit balance in Profit & Loss Account 11.47 3. Turnover 85 4. Inventory* 15 5. Cash Loss 2.95 6. Operating Loss 1.97 *Out of Total inventory as above, inventory amounting to ` 12.35 Crore are lying with third party. Based on the above facts, answer the following:","3. State the amount required to be reported by the auditor of BNN Ltd., under clause 3(xvii) of Para 3 of CARO, 2020 on account of losses during the year under consideration.",` 4.92 Crore ,` 1.97 Crore ,` 2.95 Crore ,` 11.47 Crore,c,"Clause (xvii) of Para 3 of CARO 2020, requires the auditor to report whether the company has incurred cash losses in the financial year and in the immediately preceding financial year, if so, state the amount of cash losses.",
